latitude,longitude
41.40181,2.1761
41.37936,2.17376
41.40556,2.17262
41.38347,2.15802
41.41243172529066,2.219750335269476
41.40566,2.17015
41.3778,2.1582
41.38062,2.17517
41.3895,2.15769
41.37938,2.18111
41.37978,2.17623
41.38043,2.19094
41.38306672940918,2.1551754500947617
41.39631,2.16832
41.40568,2.16943
41.39175721131073,2.125056260360505
41.4057,2.17016
41.42042,2.148
41.39086,2.18803
41.41129,2.18193
41.3806,2.17796
41.38839,2.15019
41.37783,2.16624
41.38493,2.1809
41.41841,2.13307
41.39383,2.19813
41.39705,2.17469
41.40697,2.16106
41.38174,2.16663
41.40466,2.17147
41.39909,2.20733
41.38104,2.16565
41.38214,2.16568
41.37195,2.16936
41.40843,2.17494
41.40399,2.17802
41.37571,2.17118
41.40682,2.18649
41.37371,2.16706
41.38777,2.19601
41.38237,2.16146
41.39076,2.17503
41.37861,2.16737
41.39224,2.17806
41.39782414629114,2.170576755958843
41.38496,2.17982
41.37793,2.15978
41.408790588378906,2.1660659313201904
41.40131,2.18191
41.40271,2.16646
41.40653,2.1746
41.40349,2.20414
41.40647,2.17457
41.40653,2.1746
41.39253234863281,2.19325590133667
41.37155,2.13664
41.39787,2.20429
41.37732,2.19049
41.39047,2.19698
41.40172,2.16322
41.38832,2.12201
41.40653,2.1746
41.42337,2.1749
41.39993,2.16536
41.38615,2.17636
41.40735,2.15885
41.39202,2.15101
41.4064,2.17449
41.40399,2.15565
41.37184,2.14799
41.38651,2.18271
41.40671,2.18592
41.38512,2.17129
41.40681,2.18553
41.40653,2.17455
41.39258,2.17692
41.3922,2.18805
41.38893,2.12443
41.38842,2.16108
41.4066,2.17459
41.3764,2.19102
41.39271,2.17974
41.40805,2.21487
41.38184,2.15119
41.39877,2.15887
41.3724,2.1648
41.398,2.1553
41.38422,2.18412
41.37364,2.13906
41.40508,2.15491
41.39970016479492,2.1748878955841064
41.40653,2.1746
41.39653,2.1442
41.40502,2.20802
41.38428,2.19576
41.37918,2.17733
41.37961,2.17306
41.375553476091895,2.1625359295673867
41.41626,2.20149
41.41508,2.18857
41.3817,2.17195
41.37911,2.15356
41.413368225097656,2.1388769149780273
41.38545,2.18117
41.3801,2.17693
41.38148,2.18123
41.41892,2.14871
41.38333,2.18095
41.37722,2.18944
41.39639,2.17641
41.38416,2.18257
41.37781,2.18445
41.38992,2.16974
41.39268,2.17214
41.38203,2.18362
41.39184,2.17146
41.40248,2.19668
41.3795,2.16568
41.37227,2.16574
41.38268,2.15044
41.39776,2.16499
41.37349,2.13213
41.38035,2.17821
41.37811,2.12804
41.37243,2.16542
41.37374,2.15852
41.40385,2.1691
41.40347,2.17157
41.4016,2.19424
41.40413,2.15692
41.41011,2.16976
41.38355,2.17156
41.37973,2.17458
41.37948,2.17666
41.3884,2.17936
41.39795,2.17166
41.40864,2.14557
41.38467,2.18016
41.39144,2.16128
41.39774,2.18218
41.39202,2.17246
41.39829,2.1812
41.39161,2.15782
41.40002,2.1579
41.42257,2.18047
41.3879153,2.1522402
41.40376,2.17292
41.3757,2.17101
41.37779,2.16729
41.40998,2.17553
41.37733,2.17651
41.37701,2.16663
41.38734,2.18018
41.40012,2.1756
41.38946,2.17593
41.38139,2.16692
41.4003,2.17502
41.39937,2.17599
41.39095,2.1964
41.37850578093848,2.1517925726746037
41.39506,2.17308
41.38046,2.17822
41.3888,2.15898
41.39646,2.17132
41.40162,2.18287
41.37501,2.16009
41.396084,2.168906
41.37806,2.16012
41.39822,2.16081
41.39807,2.15483
41.39871,2.15292
41.37535,2.16727
41.3990403,2.1527793
41.39877,2.17755
41.39698,2.19963
41.37535,2.16727
41.40987,2.17203
41.38107,2.14446
41.38075,2.15804
41.38324,2.15969
41.40263,2.17072
41.38602,2.14419
41.40213,2.17083
41.40235,2.14709
41.38192,2.1669
41.38361,2.18552
41.40286,2.19615
41.37335,2.15589
41.38201,2.14828
41.4177,2.18694
41.39025,2.16474
41.38697,2.17781
41.40062,2.18952
41.3851,2.18164
41.37641,2.15895
41.39031,2.17563
41.39748,2.15357
41.3773,2.16308
41.38039,2.17739
41.39944,2.20678
41.36886,2.13279
41.38192,2.15563
41.37353,2.16131
41.3819,2.15419
41.44273,2.17985
41.37518,2.14026
41.40853,2.1493
41.37877,2.19063
41.40194,2.20217
41.39362,2.16868
41.40315,2.18462
41.40562,2.18658
41.3969,2.17842
41.39679,2.14705
41.41015,2.14451
41.38245,2.1841
41.399,2.2062
41.39401,2.17159
41.38584,2.14458
41.38188,2.18968
41.40231,2.20085
41.38527512062284,2.1469959661827978
41.40275,2.17698
41.43212,2.17242
41.37971,2.1575
41.40924,2.20118
41.39987,2.17047
41.40427,2.15159
41.40828,2.19255
41.40709,2.15523
41.39181,2.18511
41.377438,2.188638
41.42593,2.16748
41.3848,2.16546
41.40187,2.17208
41.38902,2.17789
41.40118,2.17793
41.40237,2.15865
41.37206,2.14117
41.38852,2.17758
41.38734,2.16448
41.39978,2.18291
41.38686,2.16449
41.40618,2.20279
41.39739,2.17108
41.3902,2.17911
41.39078,2.15916
41.39755,2.16887
41.39874,2.16951
41.39544,2.17887
41.39862,2.16903
41.37455,2.16669
41.38496,2.14292
41.37752,2.16021
41.39884,2.17697
41.37606,2.12222
41.39884,2.17697
41.38083,2.15674
41.39786,2.17583
41.39884,2.17697
41.37475,2.1726
41.39884,2.17697
41.39884,2.17697
41.40657,2.16029
41.38103,2.15219
41.39711,2.16921
41.39795,2.1703
41.398799896240234,2.2047479152679443
41.39795,2.1703
41.39795,2.1703
41.40323,2.16005
41.39795,2.1703
41.38019,2.17944
41.38565,2.16089
41.39821,2.15489
41.37545,2.15654
41.37955,2.18842
41.40319,2.15855
41.41057,2.17411
41.37251,2.16067
41.37621,2.16393
41.39925,2.15842
41.405,2.15999
41.40065,2.20407
41.38788,2.15228
41.37741,2.17391
41.37597,2.16613
41.37202,2.12871
41.38502,2.13058
41.41013,2.17583
41.39536,2.17174
41.40135,2.17217
41.39529,2.19387
41.37785,2.16238
41.3779,2.11991
41.37453,2.16587
41.40888,2.14634
41.41035,2.14795
41.402599,2.20701
41.41622,2.18918
41.4026,2.20701
41.402599,2.20701
41.39829,2.17542
41.402599,2.20701
41.40985,2.14782
41.41073,2.14704
41.389910941565205,2.1447183463472417
41.37384,2.1304
41.37731,2.16288
41.40448,2.17588
41.38076,2.16648
41.39341,2.16046
41.3777,2.16198
41.41057,2.17596
41.39942,2.15618
41.40383,2.17024
41.38164,2.16749
41.40385,2.19869
41.38873,2.15653
41.3742,2.1456
41.37729,2.1629
41.40251,2.17014
41.37741,2.11936
41.38109,2.18913
41.40559,2.16213
41.38098,2.13108
41.39857,2.19359
41.40532,2.16173
41.38508,2.15527
41.4091,2.16573
41.39178,2.17826
41.40872,2.1751
41.37848,2.15456
41.40558,2.18188
41.3838,2.15663
41.37308,2.16756
41.40175,2.19831
41.38444,2.17191
41.40246,2.16584
41.38171,2.18687
41.38431930541992,2.180983066558838
41.39801,2.17056
41.39801,2.17056
41.37308,2.16756
41.38088,2.13948
41.37939,2.16057
41.39986,2.16377
41.37913,2.16131
41.39801,2.17056
41.40562,2.16212
41.38412,2.12645
41.38753,2.14204
41.40058253081561,2.175098624868285
41.38924,2.20005
41.3736,2.15746
41.38694,2.14976
41.41036,2.15513
41.3898,2.17366
41.410198,2.17479
41.3706,2.14315
41.41900850771799,2.1573132552691465
41.39459,2.15549
41.37842,2.12354
41.38668,2.13099
41.38441,2.13102
41.39945,2.19996
41.39798,2.16628
41.40158,2.15064
41.38984,2.17077
41.41087,2.19021
41.40737,2.17398
41.39451,2.14578
41.40717,2.19556
41.40009,2.20063
41.40463,2.17154
41.42353,2.17773
41.38771,2.16493
41.39418,2.19319
41.39409,2.17159
41.38887,2.16899
41.38127,2.15475
41.38617,2.16704
41.38621,2.16692
41.39199,2.17862
41.38029101384237,2.17936659902793
41.39872,2.15848
41.39288,2.15321
41.40917,2.20251
41.40096,2.16799
41.38176,2.16496
41.38882,2.15557
41.37525,2.15091
41.40048,2.17349
41.39892,2.17683
41.37104,2.15004
41.39264,2.18946
41.39014,2.17178
41.37366,2.16613
41.39084,2.14219
41.37905,2.16101
41.38044,2.17302
41.40543,2.14891
41.39233,2.18002
41.37585,2.14478
41.37923,2.17451
41.39089,2.16565
41.38023,2.17564
41.4042,2.15281
41.38989,2.16195
41.39125,2.16391
41.38085,2.14868
41.37579,2.13764
41.38929,2.17052
41.38532,2.16172
41.37308,2.16756
41.38531,2.16175
41.38334,2.16029
41.38447,2.16068
41.37308,2.16756
41.38642,2.17565
41.40111,2.13598
41.38427,2.16275
41.38089,2.18879
41.4024,2.15673
41.39673,2.18323
41.41012,2.1759
41.39582,2.12866
41.39211,2.13012
41.39176,2.16271
41.37627,2.15427
41.3904,2.15258
41.39095,2.17448
41.39764,2.16064
41.38314,2.13606
41.39976,2.16719
41.38387,2.1717
41.40867,2.15379
41.371922,2.134926
41.40425,2.16417
41.41472,2.10531
41.39259,2.17468
41.39223,2.15559
41.40747,2.16409
41.4045,2.16631
41.42196,2.14802
41.40045,2.15465
41.38438,2.16047
41.38474,2.14805
41.40002,2.1589
41.37268,2.17236
41.39782,2.17366
41.37952,2.18011
41.40467,2.13722
41.40581,2.16644
41.3941,2.14707
41.39578,2.18131
41.40065,2.16246
41.3941,2.14707
41.40019,2.15873
41.40716,2.15698
41.38078,2.1458
41.40801,2.20229
41.38061,2.15821
41.38042449951172,2.1753830909729004
41.41851,2.1737
41.38991,2.15957
41.40063,2.15346
41.45176,2.19213
41.39267,2.18945
41.39997,2.16552
41.394997,2.17648
41.37209,2.1706
41.41591,2.1618
41.39732,2.20693
41.38974,2.18011
41.40472,2.159
41.37583,2.16629
41.4047,2.13909
41.39204,2.16731
41.39203,2.15134
41.37314,2.15698
41.372414,2.166215
41.37588,2.12195
41.40298,2.15096
41.37104,2.14462
41.40457,2.17215
41.40598,2.16405
41.38792,2.15224
41.40153,2.17785
41.40735,2.2047
41.39104,2.17628
41.38954,2.15831
41.39481,2.20087
41.38444,2.1322
41.3822,2.16865
41.40965,2.15093
41.39216,2.19297
41.40702,2.18433
41.40547,2.16146
41.40667,2.16647
41.40504,2.20344
41.395248,2.171321
41.39864,2.16183
41.41005,2.13958
41.3941,2.14707
41.41,2.13921
41.4121,2.14045
41.39662085636091,2.1695894028796534
41.38475,2.16058
41.40306,2.16368
41.3940991,2.1470664
41.40186,2.14937
41.39797,2.16273
41.37762,2.12321
41.37564,2.15454
41.393921,2.164423
41.39523,2.16921
41.40379,2.17305
41.377499,2.16181
41.377499,2.16181
41.37998,2.16062
41.377499,2.16181
41.38946,2.1764
41.40907,2.17311
41.377499,2.16181
41.377499,2.16181
41.39152,2.17506
41.40089,2.16752
41.38695,2.15949
41.38527,2.16086
41.37071,2.1597
41.39037,2.17594
41.40631,2.14085
41.38178,2.15083
41.40214,2.19807
41.38559,2.18567
41.39196,2.17377
41.377499,2.16181
41.3915,2.16193
41.377499,2.16181
41.39498,2.1704
41.37746,2.16181
41.38339,2.15713
41.38549,2.17273
41.39835,2.14644
41.40471,2.16196
41.406055,2.199163
41.38099,2.15564
41.3793,2.15551
41.40328,2.15091
41.38074,2.17742
41.40927,2.17599
41.38789,2.12936
41.40047,2.15994
41.41225,2.15578
41.409,2.17913
41.37245,2.16696
41.39328,2.18207
41.3664,2.13508
41.39264,2.16305
41.38934,2.17492
41.40322,2.19736
41.39264,2.16305
41.40028,2.16253
41.40061,2.16032
41.39128,2.18493
41.39017,2.17577
41.39621,2.18165
41.37451,2.17471
41.39106,2.17258
41.40767,2.1699
41.38642,2.17565
41.38776,2.15221
41.39608798091369,2.1693134926873556
41.41357,2.2164
41.39704,2.1805
41.35301,2.14827
41.40491,2.16576
41.37427,2.13015
41.41565,2.20101
41.40305,2.14299
41.38103,2.15657
41.40521,2.2082
41.38128614859326,2.1621956730537506
41.38319,2.13525
41.39750422094097,2.1695431967089385
41.3754,2.13766
41.3964,2.16845
41.38079,2.14995
41.40527,2.15837
41.37909,2.15582
41.40215,2.20084
41.39770679999999,2.1814678
41.40015,2.19997
41.41471,2.14458
41.40146,2.16046
41.40272,2.16647
41.38776,2.15221
41.40605,2.17743
41.40941,2.15715
41.38891,2.165
41.40739,2.15211
41.39801,2.15446
41.37983,2.15282
41.40287,2.179877
41.41813,2.14071
41.38388,2.16105
41.40971,2.17392
41.39079,2.16379
41.39669,2.20285
41.4066,2.17642
41.39137,2.19628
41.40341,2.16475
41.39876,2.1856
41.37371,2.13434
41.40574,2.14734
41.41558,2.18185
41.40292,2.21296
41.39602,2.17023
41.40777,2.17934
41.40874,2.18644
41.40838,2.1681
41.38669,2.1515
41.40984,2.1574
41.37219,2.13244
41.37267,2.13394
41.37937,2.15386
41.40738,2.15978
41.36775,2.13432
41.41136,2.17834
41.40134,2.16109
41.3739,2.16347
41.37695,2.13421
41.38868,2.17508
41.39709130513961,2.1675773535013794
41.39213,2.17432
41.39603,2.14449
41.39779,2.15904
41.3773,2.16334
41.41507,2.18391
41.40191,2.14935
41.39779,2.15904
41.39779,2.15904
41.41252,2.18012
41.39876,2.18057
41.37411,2.13081
41.4031,2.16448
41.37249,2.16603
41.38452,2.13258
41.39779,2.15904
41.4088,2.16706
41.39779,2.15904
41.40619,2.1886
41.40562,2.15926
41.38654,2.17574
41.39779,2.15904
41.40521240234375,2.1758370399475098
41.38302,2.13505
41.3945701,2.17242220000003
41.40348,2.1777
41.40787,2.17226
41.39871,2.20255
41.3854,2.15591
41.39196,2.17377
41.40166,2.1585
41.38496,2.14292
41.39196,2.17377
41.40562,2.16212
41.41014,2.17507
41.386449,2.152463
41.39716,2.16208
41.40637726395783,2.157094059276579
41.39445,2.17767
41.42373,2.20177
41.37193,2.1674
41.40191,2.14935
41.39178,2.15967
41.41035,2.17858
41.37645,2.18805
41.40903,2.17657
41.39359,2.1784
41.38484,2.15776
41.40272,2.21174
41.40624,2.18133
41.36507,2.13674
41.37711,2.15812
41.37336,2.1647
41.41006,2.17691
41.4089,2.17505
41.40432,2.1592
41.41111,2.17684
41.39799,2.16903
41.40907,2.1769
41.39159,2.16587
41.41118,2.17694
41.39927,2.15991
41.39153,2.16138
41.39583,2.15517
41.39086,2.16288
41.40184,2.15619
41.37179,2.16581
41.40866,2.16944
41.38403,2.14761
41.40162,2.16979
41.39263,2.17173
41.38003,2.15302
41.38245,2.15359
41.38348,2.13119
41.39738,2.15908
41.38668,2.1618
41.37554,2.13274
41.4082,2.17461
41.37477,2.13285
41.3954,2.16424
41.38201,2.13785
41.390678203893174,2.1642599893866334
41.3769,2.14758
41.39068,2.16504
41.40976,2.17487
41.40413,2.20086
41.38843,2.16954
41.37289,2.14505
41.39562,2.16348
41.39731,2.16966
