neighbourhood_group_cleansed,id,listing_url,name,host_id,host_name,calculated_host_listings_count,host_is_superhost,latitude,longitude,price,kitchen,patio or balcony,elevator,air conditioning,long_term,short_term,possible_long_term,number_of_reviews,review_scores_rating,room_type_encoded,bedrooms_encoded
Ciutat Vella,21464493,https://www.airbnb.com/rooms/21464493,"Columbus Apartment,",151637037,Judith,12,t,41.37983,2.18097,58.0,1,1,1,1,0,0,1,29,4.69,0,0
Eixample,21721286,https://www.airbnb.com/rooms/21721286,Beautiful balconies and 3 bedrooms in Eixample,158023606,Habitat Apartments,140,f,41.39464,2.16862,574.0,1,1,1,1,0,0,1,105,4.52,0,1
Ciutat Vella,21464594,https://www.airbnb.com/rooms/21464594,Picasso Apartment,151637037,Judith,12,t,41.38603,2.18324,58.0,1,1,0,1,0,0,1,30,4.77,0,0
Eixample,21721306,https://www.airbnb.com/rooms/21721306,Beautiful 2 bedroom with a balcony,158023606,Habitat Apartments,140,f,41.39408,2.15622,390.0,1,1,0,1,0,0,1,74,4.22,0,1
Eixample,21721312,https://www.airbnb.com/rooms/21721312,Bright 2 bedroom apartment with balcony,158023606,Habitat Apartments,140,f,41.39224,2.17217,416.0,1,1,0,1,0,0,1,84,4.36,0,1
Eixample,21464595,https://www.airbnb.com/rooms/21464595,Rambla Paris Apartment,151637037,Judith,12,t,41.39331,2.15509,180.0,1,1,0,1,0,0,1,42,4.88,0,1
Eixample,21721317,https://www.airbnb.com/rooms/21721317,Bright 2 bedroom near La Pedrera,158023606,Habitat Apartments,140,f,41.39256,2.16068,305.0,1,0,1,1,0,0,1,87,4.36,0,1
Ciutat Vella,21464611,https://www.airbnb.com/rooms/21464611,Reina Amalia Apartment,151637037,Judith,12,t,41.37872,2.16609,58.0,1,1,0,1,1,0,1,5,4.4,0,0
Ciutat Vella,21464612,https://www.airbnb.com/rooms/21464612,"Ramblas Apartment, Boqueria",151637037,Judith,12,t,41.38053,2.17576,75.0,1,1,0,1,0,0,1,22,4.59,0,1
Eixample,21721356,https://www.airbnb.com/rooms/21721356,Central 2 bedroom up to 4 people,158023606,Habitat Apartments,140,f,41.394,2.15482,454.0,1,1,0,0,0,0,1,70,4.24,0,1
Eixample,21464614,https://www.airbnb.com/rooms/21464614,Rambla Paris Attic Apartment,151637037,Judith,12,t,41.39344,2.15425,258.0,1,0,1,0,0,0,1,88,4.86,0,1
Sants-Montjuïc,21721514,https://www.airbnb.com/rooms/21721514,Cheerful flat up to 3 guests next to Plaza España,158023606,Habitat Apartments,140,f,41.37424,2.14521,269.0,1,1,1,1,0,0,1,43,4.53,0,0
Sant Martí,21721525,https://www.airbnb.com/rooms/21721525,Cosy 2 bedroom apartment in Sagrada Familia,158023606,Habitat Apartments,140,f,41.41134,2.17802,322.0,1,0,0,1,0,0,1,146,4.58,0,1
Sants-Montjuïc,21721543,https://www.airbnb.com/rooms/21721543,Cosy 2 bedroom next to the Magic Fountain,158023606,Habitat Apartments,140,f,41.37294,2.12736,210.0,1,0,1,1,0,0,1,78,4.47,0,1
Eixample,21721553,https://www.airbnb.com/rooms/21721553,Cozy apartment up to 6 guests,158023606,Habitat Apartments,140,f,41.39379,2.15631,358.0,1,1,1,1,0,0,1,122,4.51,0,1
Eixample,21464686,https://www.airbnb.com/rooms/21464686,Viladomat Eixample Apartment,151637037,Judith,12,t,41.37828,2.15732,222.0,1,1,0,0,0,0,1,89,4.79,0,1
Eixample,21721586,https://www.airbnb.com/rooms/21721586,Eixample Diagonal amazing 2 bedroom,158023606,Habitat Apartments,140,f,41.39239,2.15681,405.0,1,1,0,1,0,0,1,83,4.46,0,1
Sant Martí,21468414,https://www.airbnb.com/rooms/21468414,Habitación  doble en  alquiler largos periodos,138321551,Analy,3,t,41.41241,2.21719,20.0,1,1,0,0,1,0,1,7,4.86,0,0
Eixample,21721631,https://www.airbnb.com/rooms/21721631,Gorgeous Pg de Gracia Casa Batllo,158023606,Habitat Apartments,140,f,41.39268,2.16455,439.0,1,0,0,1,0,0,1,150,4.47,0,1
Ciutat Vella,21721651,https://www.airbnb.com/rooms/21721651,Great 2 bedroom near La Boqueria,158023606,Habitat Apartments,140,f,41.38279,2.17065,157.0,1,1,1,1,0,0,1,6,3.83,0,1
Ciutat Vella,21721653,https://www.airbnb.com/rooms/21721653,Great 3 bedroom near La Boqueria,158023606,Habitat Apartments,140,f,41.38249,2.17081,169.0,1,1,1,1,0,0,1,5,4.8,0,1
Eixample,21721664,https://www.airbnb.com/rooms/21721664,Great apartment in Sagrada Familia with 2 bdrm,158023606,Habitat Apartments,140,f,41.41145,2.17601,267.0,1,0,0,1,0,0,1,90,4.34,0,1
Sant Martí,21721702,https://www.airbnb.com/rooms/21721702,Lovely 2 bedroom apartment in Sagrada Familia,158023606,Habitat Apartments,140,f,41.41226,2.17632,295.0,1,0,0,1,0,0,1,164,4.65,0,1
Ciutat Vella,21469954,https://www.airbnb.com/rooms/21469954,Cosy Room with the BEST LOCATION - PRIVATE BALCONY,26804177,Jaume,1,f,41.38359,2.16852,167.0,1,1,1,1,0,1,0,19,4.74,0,1
Sant Martí,21721716,https://www.airbnb.com/rooms/21721716,Charming 2 bdrm apartment next to Sagrada Familia,158023606,Habitat Apartments,140,f,41.41082,2.17776,298.0,1,0,1,1,0,0,1,39,4.31,0,1
Nou Barris,21475610,https://www.airbnb.com/rooms/21475610,Habitación a 20 minutos de Park Güell,106664674,Omar,1,f,41.43151,2.16837,84.0,1,0,1,0,0,1,0,0,0.0,0,0
Sants-Montjuïc,21721717,https://www.airbnb.com/rooms/21721717,Lovely 2 bedroom with balcony next to Plaza España,158023606,Habitat Apartments,140,f,41.37628,2.14381,259.0,1,1,0,1,0,0,1,112,4.52,0,1
Eixample,21721730,https://www.airbnb.com/rooms/21721730,Cheerful 2 bedroom near Diagonal,158023606,Habitat Apartments,140,f,41.39214,2.15666,391.0,1,1,0,1,0,0,1,92,4.32,0,1
Eixample,21721747,https://www.airbnb.com/rooms/21721747,Luminous and modern Apartment in Example,158023606,Habitat Apartments,140,f,41.41146,2.17619,263.0,1,0,1,1,0,0,1,72,4.54,0,1
Eixample,21721753,https://www.airbnb.com/rooms/21721753,Luxurious 4 bedroom in Eixample,158023606,Habitat Apartments,140,f,41.39189,2.1752,585.0,1,1,0,1,0,0,1,70,4.37,0,1
Eixample,21479197,https://www.airbnb.com/rooms/21479197,Sagrada Familia Apartment with A/C and Wifi: monthly rental,437835392,Illacat,21,f,41.40574,2.17527,52.0,1,1,1,1,1,0,1,7,4.43,0,1
Eixample,21479433,https://www.airbnb.com/rooms/21479433,Sagrada Familia Apartment with A/C and Wifi: monthly rental,437835392,Illacat,21,f,41.40447,2.17557,52.0,1,1,1,1,1,0,1,1,3.0,0,1
Eixample,21721760,https://www.airbnb.com/rooms/21721760,Luxury 2 bedroom 2 bathroom,158023606,Habitat Apartments,140,f,41.38997,2.16656,595.0,1,1,1,1,0,0,1,54,4.63,0,1
Ciutat Vella,21479593,https://www.airbnb.com/rooms/21479593,Great apartment in city centre with all mod cons,156008372,Carlos,1,f,41.39039,2.17998,210.0,1,1,0,1,1,0,1,14,4.86,0,0
Horta-Guinardó,21486278,https://www.airbnb.com/rooms/21486278,"Balcón privado, Habitación individual Hidden House",128567999,Val,2,t,41.42374,2.15171,120.0,1,1,0,1,0,0,1,36,4.94,0,0
Eixample,21721800,https://www.airbnb.com/rooms/21721800,Modern 2 bedroom near Diagonal metr,158023606,Habitat Apartments,140,f,41.39193,2.15505,309.0,1,1,0,1,0,0,1,21,4.19,0,1
Gràcia,21495664,https://www.airbnb.com/rooms/21495664,"Near Gaudi's Park Güell, bright double bedroom",156159667,Concha,1,f,41.4121,2.14146,194.0,1,0,1,1,0,1,0,9,4.56,0,0
Sants-Montjuïc,21497701,https://www.airbnb.com/rooms/21497701,Habitación doble con WC privado,106952154,Jan,1,f,41.37483426773836,2.1374898408231155,230.0,1,0,0,1,0,0,1,0,0.0,0,0
Sant Martí,21721812,https://www.airbnb.com/rooms/21721812,Modern 2 bedroom next Sagrada Familia,158023606,Habitat Apartments,140,f,41.41133,2.17811,275.0,1,0,1,1,0,0,1,109,4.55,0,1
Ciutat Vella,21500909,https://www.airbnb.com/rooms/21500909,Whole apartment in the centre of BCN & WiFi,156210078,Beatriz,1,f,41.37612,2.17133,167.0,1,0,1,1,0,0,1,55,4.85,0,1
Sant Martí,21721851,https://www.airbnb.com/rooms/21721851,Modern apartment with terrace in Eixample,158023606,Habitat Apartments,140,f,41.4121,2.17584,376.0,1,0,1,1,0,0,1,19,4.58,0,1
Gràcia,21501241,https://www.airbnb.com/rooms/21501241,Acogedor estudio Gracia - Parc Güell - Lesseps,48762316,Monrooms,1,f,41.40759,2.14961,240.0,0,0,0,0,0,0,1,195,4.49,0,0
Ciutat Vella,21511919,https://www.airbnb.com/rooms/21511919,Apartamento reformado para 1/2 personas en el Born,11301631,Decimonónico,3,f,41.38434,2.18363,167.0,1,0,1,1,0,0,1,7,4.14,0,0
Sant Martí,21721888,https://www.airbnb.com/rooms/21721888,Modern up to 4 guests next to Sagrada Familia,158023606,Habitat Apartments,140,f,41.41249,2.17659,296.0,1,0,1,1,0,0,1,151,4.6,0,1
Ciutat Vella,21512135,https://www.airbnb.com/rooms/21512135,Apartamento reformado para 1/2 personas en el Born,11301631,Decimonónico,3,f,41.38434,2.18365,167.0,1,0,1,1,1,0,1,17,4.94,0,0
Eixample,21721983,https://www.airbnb.com/rooms/21721983,Nice and quiet 2 bedroom apartment,158023606,Habitat Apartments,140,f,41.39231,2.17985,374.0,1,1,0,1,0,0,1,110,4.45,0,1
Ciutat Vella,21512625,https://www.airbnb.com/rooms/21512625,Apartamento reformado para 1/2 personas en el Born,11301631,Decimonónico,3,f,41.38432,2.18363,167.0,1,1,1,1,1,0,1,6,4.67,0,0
Sants-Montjuïc,21721985,https://www.airbnb.com/rooms/21721985,Nice 2 bedroom near Plaza España,158023606,Habitat Apartments,140,f,41.37546,2.14414,263.0,1,1,1,1,0,0,1,85,4.4,0,1
Horta-Guinardó,21721986,https://www.airbnb.com/rooms/21721986,New Bright quiet 2 bedroom in Eixample,158023606,Habitat Apartments,140,f,41.41271,2.1763,271.0,1,0,1,1,0,0,1,14,4.57,0,1
Sant Martí,21721987,https://www.airbnb.com/rooms/21721987,Nice and bright apartment up to 4 persons,158023606,Habitat Apartments,140,f,41.4124,2.1765,303.0,1,0,0,1,0,0,1,20,4.45,0,1
Eixample,21521482,https://www.airbnb.com/rooms/21521482,Luminous Apartment near Sagrada Familia,36233647,Melissa,4,t,41.40044,2.17135,224.0,1,1,1,1,0,0,1,325,4.9,0,0
Sant Martí,21721988,https://www.airbnb.com/rooms/21721988,New quite 2 bedroom Sagrada Familia,158023606,Habitat Apartments,140,f,41.41158,2.17835,297.0,1,0,0,1,0,0,1,47,4.55,0,1
Ciutat Vella,21527474,https://www.airbnb.com/rooms/21527474,Plaza Catalunya Nice and Comfy 3.2,40676061,Be Barcelona,21,t,41.3889,2.17792,358.0,1,1,1,1,0,0,1,264,4.84,0,1
Sarrià-Sant Gervasi,21533627,https://www.airbnb.com/rooms/21533627,******Cozy apartment in SARRIA near GRACIA*******,74267925,Pierre,1,f,41.39992,2.15001,164.0,1,0,0,0,0,1,0,0,0.0,0,0
Sant Martí,21721989,https://www.airbnb.com/rooms/21721989,Comfy apartment near Sagrada Familia,158023606,Habitat Apartments,140,f,41.4127,2.17802,239.0,1,0,1,1,0,0,1,122,4.5,0,1
Horta-Guinardó,21721990,https://www.airbnb.com/rooms/21721990,New 2 Bedroom near Sagrada Familia,158023606,Habitat Apartments,140,f,41.41294,2.17621,323.0,1,0,1,1,0,0,1,126,4.56,0,1
Sant Martí,21721996,https://www.airbnb.com/rooms/21721996,Nice balcony 2 bdrm apartment Sagrada Familia,158023606,Habitat Apartments,140,f,41.41104,2.17811,259.0,1,0,1,1,0,0,1,133,4.53,0,1
Sants-Montjuïc,21538579,https://www.airbnb.com/rooms/21538579,Quiet room in Sunny central flat * girl only *,12980367,Sylvie,5,t,41.37243,2.16451,30.0,1,0,0,0,1,0,1,0,0.0,0,0
Eixample,21543439,https://www.airbnb.com/rooms/21543439,Modern 2 bedroom apartment Sant Antoni,130223809,BeAndLiveHomes,75,f,41.37989,2.15946,71.0,1,0,0,0,1,0,1,2,5.0,0,1
Eixample,21722004,https://www.airbnb.com/rooms/21722004,Luxury 3 bedroom 2 bathroom,158023606,Habitat Apartments,140,f,41.39049,2.16635,520.0,1,1,0,1,0,0,1,86,4.64,0,1
Eixample,21547355,https://www.airbnb.com/rooms/21547355,"Habitación grande en Eixample, Centro Barcelona",139114412,Francesc,2,f,41.3865,2.15735,239.0,1,1,1,1,0,0,1,52,4.92,0,0
Sants-Montjuïc,21722008,https://www.airbnb.com/rooms/21722008,One bedroom with lovely balcony next Plaza España,158023606,Habitat Apartments,140,f,41.37637,2.14617,216.0,1,1,1,1,0,0,1,124,4.44,0,0
Sants-Montjuïc,21557387,https://www.airbnb.com/rooms/21557387,Hermosa Habitacion,80750916,Stefania,1,f,41.37233,2.1429,189.0,1,0,1,0,0,0,1,0,0.0,0,0
Sants-Montjuïc,21722021,https://www.airbnb.com/rooms/21722021,3 bedrooms with lovely terrace next Plaza España,158023606,Habitat Apartments,140,f,41.37593,2.14592,334.0,1,0,0,1,0,0,1,133,4.53,0,1
Sants-Montjuïc,21557423,https://www.airbnb.com/rooms/21557423,"Central, spacious double room with natural light",16483304,Amy,1,f,41.37362,2.16179,189.0,1,0,0,0,1,0,1,0,0.0,0,0
Gràcia,22161280,https://www.airbnb.com/rooms/22161280,Alba's room cama doble y muy buena conexión,161275181,Alba,1,f,41.39967,2.15798,194.0,0,0,0,0,0,1,0,0,0.0,0,0
Sants-Montjuïc,21559043,https://www.airbnb.com/rooms/21559043,"Super, Spacious in Sants with Terrace!",893805,Phil And Fiona,13,t,41.37236,2.13656,201.0,1,1,0,1,0,0,1,227,4.72,0,1
Gràcia,21571989,https://www.airbnb.com/rooms/21571989,Nice double bedroom in Gracia!!,37681744,Maria,1,f,41.40179,2.16298,194.0,0,0,1,0,0,0,1,1,5.0,0,0
Eixample,21722033,https://www.airbnb.com/rooms/21722033,Paseo de Gracia bright flat up to 5,158023606,Habitat Apartments,140,f,41.39161,2.16476,393.0,1,0,0,1,0,0,1,71,4.37,0,1
Sants-Montjuïc,21722053,https://www.airbnb.com/rooms/21722053,Quiet & cosy apartment next to Magic Fountain,158023606,Habitat Apartments,140,f,41.3718,2.12747,244.0,1,1,0,1,0,0,1,80,4.2,0,1
Sants-Montjuïc,21573953,https://www.airbnb.com/rooms/21573953,Legend Near-Camp Nou,72093817,Denis,1,f,41.37228,2.12883,189.0,1,1,0,0,0,0,1,138,4.6,0,0
Eixample,21722081,https://www.airbnb.com/rooms/21722081,Jazz-Inspired Apartment in Eixample in City Center,158023606,Habitat Apartments,140,f,41.41073,2.17629,328.0,1,1,1,1,0,0,1,137,4.61,0,1
Eixample,21722082,https://www.airbnb.com/rooms/21722082,Rambla Catalunya 2 bedroom apartment,158023606,Habitat Apartments,140,f,41.39458,2.16109,375.0,1,0,1,1,0,0,1,73,4.48,0,1
Eixample,21578907,https://www.airbnb.com/rooms/21578907,FANTASTIC & CENTRAL LOCATION WITH PRIVATE BATHROOM,135845813,Doyouapartments,1,f,41.39068,2.17846,239.0,1,0,1,0,0,0,1,42,4.86,0,0
Sants-Montjuïc,21722085,https://www.airbnb.com/rooms/21722085,Quiet & cosy apartment up to 5,158023606,Habitat Apartments,140,f,41.37296,2.1288,256.0,1,1,0,1,0,0,1,100,4.3,0,1
Ciutat Vella,21722097,https://www.airbnb.com/rooms/21722097,Spacious 3 bedroom in city center,158023606,Habitat Apartments,140,f,41.37923,2.17538,541.0,1,1,1,1,0,0,1,126,4.38,0,1
Eixample,21600508,https://www.airbnb.com/rooms/21600508,Cozy house with private terrace Sagrada Familia,154788425,Marta & Cesc,6,t,41.40588,2.17087,478.0,1,1,1,1,0,0,1,170,4.99,0,1
Ciutat Vella,21600753,https://www.airbnb.com/rooms/21600753,Spacious and centrally apartment - Las Ramblas -,154788425,Marta & Cesc,6,t,41.38074,2.17658,478.0,1,0,0,0,0,0,1,58,4.95,0,1
Eixample,21722132,https://www.airbnb.com/rooms/21722132,Batllo Balconies-Stunning apartment with balconies,158023606,Habitat Apartments,140,f,41.39338,2.1593,261.0,1,1,1,1,0,0,1,51,4.2,0,0
Eixample,21722138,https://www.airbnb.com/rooms/21722138,Stunning eixample 2 bedroom up to 6,158023606,Habitat Apartments,140,f,41.39205,2.1547,376.0,1,1,0,1,0,0,1,72,4.26,0,1
Eixample,21601117,https://www.airbnb.com/rooms/21601117,Apartment with views to La Sagrada Familia,154788425,Marta & Cesc,6,t,41.403,2.17401,399.0,1,0,1,1,0,0,1,102,4.99,0,1
Sants-Montjuïc,21722153,https://www.airbnb.com/rooms/21722153,"Stylish next to Plaza España, Fira",158023606,Habitat Apartments,140,f,41.37598,2.14514,278.0,1,0,0,1,0,0,1,74,4.23,0,1
Ciutat Vella,21722173,https://www.airbnb.com/rooms/21722173,Wide apartment in magical Barri Gotic area,158023606,Habitat Apartments,140,f,41.3813,2.17498,778.0,1,0,0,1,0,0,1,62,4.42,0,1
Eixample,21601734,https://www.airbnb.com/rooms/21601734,Spacious apartment next to La Sagrada Familia,154788425,Marta & Cesc,6,t,41.40471,2.1769,478.0,1,0,1,0,0,0,1,108,4.97,0,1
Eixample,22166975,https://www.airbnb.com/rooms/22166975,15min from placa cataluña,77847269,Michael,1,f,41.40441,2.17208,239.0,0,0,1,0,0,0,1,0,0.0,0,0
Les Corts,21726744,https://www.airbnb.com/rooms/21726744,POOL-LOFT,20802329,Miguel,1,f,41.38743,2.13311,157.0,1,0,0,1,0,0,1,34,4.82,0,1
Eixample,21736603,https://www.airbnb.com/rooms/21736603,CENTER BARCELONA LUX BRAND NEW WELL COMUNICATED,2537484,Enrique,4,f,41.37922,2.16303,70.0,1,0,0,1,1,0,1,2,4.0,0,0
Sants-Montjuïc,22170061,https://www.airbnb.com/rooms/22170061,New Warm Fun Apartment Sants/Plaza España，Montjuic,161945491,Jian Xun,1,t,41.37481,2.1392,200.0,1,1,0,1,0,1,0,222,4.76,0,1
Eixample,21737186,https://www.airbnb.com/rooms/21737186,"Cozy interior room , private fridge",77548260,Andrea,9,f,41.39425,2.17552,19.0,1,0,0,0,1,0,1,12,4.83,0,0
Sants-Montjuïc,22182637,https://www.airbnb.com/rooms/22182637,Lovely Apartment in the heart of Barcelona.,9477063,Xavier,8,f,41.37445,2.15465,193.0,1,0,0,1,0,0,1,126,4.49,0,0
Sant Martí,21747106,https://www.airbnb.com/rooms/21747106,"Acollidor, lluminós i renovat apartament a Poblenou prop de la platja i Glòries",124429009,Cristina,1,f,41.40672,2.19577,207.0,1,1,1,1,0,0,1,121,4.69,0,1
Eixample,22188551,https://www.airbnb.com/rooms/22188551,Double bedroom in 3 bedrooms central apartment,76721318,Francesco,2,f,41.37599,2.16029,239.0,1,0,1,1,0,0,1,0,0.0,0,0
Eixample,21753927,https://www.airbnb.com/rooms/21753927,AB Passeig de Gràcia Penthouse,4459553,AB Apartment Barcelona,184,f,41.39299,2.1566,150.0,1,0,1,1,0,0,1,45,4.27,0,0
Eixample,21754157,https://www.airbnb.com/rooms/21754157,AB Eixample Rosselló,4459553,AB Apartment Barcelona,184,f,41.38995,2.15443,188.0,1,0,1,1,0,0,1,61,4.34,0,1
Ciutat Vella,22196835,https://www.airbnb.com/rooms/22196835,Modern Barceloneta beach flat,161380107,Francesc,15,f,41.38033,2.18967,49.0,1,0,0,1,0,0,1,7,4.86,0,0
Eixample,21754331,https://www.airbnb.com/rooms/21754331,AB Sagrada Família Bofill,4459553,AB Apartment Barcelona,184,f,41.40181,2.1782,197.0,1,0,1,1,0,0,1,41,4.46,0,1
Gràcia,22199234,https://www.airbnb.com/rooms/22199234,Ático reformado en Gracia *Bcn*,10547296,Flateli,49,f,41.40922,2.16062,110.0,1,1,1,0,0,0,1,136,4.35,0,1
Eixample,22201334,https://www.airbnb.com/rooms/22201334,Excelente habitación en las Ramblas,22029967,Jose,1,f,41.38879,2.1679,239.0,1,0,0,0,0,0,1,0,0.0,0,0
Eixample,21761757,https://www.airbnb.com/rooms/21761757,Bright Studio in the center of Barcelona,5614931,Fisa Rentals,39,f,41.39189,2.17109,251.0,1,0,1,1,0,0,1,69,4.68,0,0
Eixample,22206606,https://www.airbnb.com/rooms/22206606,Appartement proche de la sagrada familia,162271877,Paco,1,f,41.39724,2.18477,239.0,1,0,1,0,0,0,1,0,0.0,0,0
Sants-Montjuïc,22218299,https://www.airbnb.com/rooms/22218299,Habitacion individual exterior en Sants,162349823,Andrea,1,f,41.37418,2.1298,189.0,1,0,0,0,0,0,1,1,5.0,0,0
Gràcia,21776626,https://www.airbnb.com/rooms/21776626,Cozy doble room in GRACIA.,20941253,Jazmin,1,f,41.40034,2.15391,194.0,1,0,0,0,0,1,0,20,4.8,0,0
Eixample,22219831,https://www.airbnb.com/rooms/22219831,Amazing classic apartment by Sagrada Familia,161380107,Francesc,15,f,41.40243,2.17077,119.0,1,0,1,1,0,0,1,68,4.46,0,1
Horta-Guinardó,21785071,https://www.airbnb.com/rooms/21785071,Sagrada Familia - barcelona,25373102,Esteban,1,f,41.41484,2.1786,120.0,1,0,1,0,0,0,1,0,0.0,0,0
Eixample,22234830,https://www.airbnb.com/rooms/22234830,Classic style Apartment by Sagrada Familia,161380107,Francesc,15,f,41.40183,2.17262,119.0,1,0,1,1,0,0,1,79,4.53,0,1
Gràcia,21791772,https://www.airbnb.com/rooms/21791772,"ESTUDIO MAIGNON- cozy & beautyful terrace, wifi",56611778,Simone,2,t,41.40946,2.15063,175.0,1,1,0,0,0,0,1,137,4.8,0,0
Eixample,22235245,https://www.airbnb.com/rooms/22235245,Family 2-bedroom flat near Sagrada Familia,161380107,Francesc,15,f,41.4039,2.17227,119.0,1,0,1,1,0,0,1,33,4.39,0,1
Eixample,21797227,https://www.airbnb.com/rooms/21797227,Fantástica habitación doble con baño privado,41959219,Eloi,1,f,41.37942,2.15722,239.0,1,0,1,1,0,1,0,0,0.0,0,0
Gràcia,22235396,https://www.airbnb.com/rooms/22235396,Ideal family Apartment by Sagrada Familia,161380107,Francesc,15,f,41.40368,2.17099,119.0,1,0,1,1,0,0,1,56,4.38,0,1
Gràcia,22235502,https://www.airbnb.com/rooms/22235502,Best location Sagrada Familia classic Apartment,161380107,Francesc,15,f,41.40405,2.17128,119.0,1,0,1,1,0,0,1,57,4.25,0,1
Sants-Montjuïc,21797758,https://www.airbnb.com/rooms/21797758,"A chill isle, breakfast included",23663527,Sandro,2,f,41.37535,2.13051,189.0,1,1,0,0,0,0,1,15,4.93,0,1
Eixample,22235675,https://www.airbnb.com/rooms/22235675,Family Apartment two steps from Sagrada Familia,161380107,Francesc,15,f,41.40389,2.17211,119.0,1,0,1,1,0,0,1,77,4.35,0,1
Eixample,21798382,https://www.airbnb.com/rooms/21798382,"Lujo, terrazas y vistas junto al Passeig de Gracia",4066570,Angeles & Joan,1,f,41.39445,2.16895,239.0,1,0,1,1,0,0,1,0,0.0,0,1
Gràcia,22235775,https://www.airbnb.com/rooms/22235775,Lovely Apartment for families by Sagrada Familia,161380107,Francesc,15,f,41.40362,2.17078,119.0,1,0,1,1,0,0,1,23,4.22,0,1
Eixample,21809265,https://www.airbnb.com/rooms/21809265,* * *Sagrada Familia- Double Bed Single Use,2608358,Alicia,3,t,41.40416,2.17534,26.0,1,0,1,0,0,0,1,15,5.0,0,0
Sants-Montjuïc,21813230,https://www.airbnb.com/rooms/21813230,Bonito apartamento Camp Nou,54320669,Juan,17,f,41.37754,2.12956,237.0,1,1,1,1,0,0,1,200,4.5,0,1
Eixample,22235897,https://www.airbnb.com/rooms/22235897,Classic and cozy Apartment just by Sagrada Familia,161380107,Francesc,15,f,41.40189,2.172,119.0,1,0,1,1,0,0,1,49,4.45,0,1
Sant Martí,21813901,https://www.airbnb.com/rooms/21813901,"Habitación individual en Poble Nou, cerca playa",6193643,Lucas,1,f,41.39514,2.18707,193.0,1,0,1,0,0,0,1,0,0.0,0,0
Eixample,22236051,https://www.airbnb.com/rooms/22236051,Penthouse flat next to Sagrada Familia,161380107,Francesc,15,f,41.40403,2.17283,119.0,1,0,1,1,0,0,1,70,4.43,0,0
Les Corts,21833415,https://www.airbnb.com/rooms/21833415,cozy room with ensuite bathroom - Ideal for MWC,140267249,Esther,1,f,41.38231,2.13294,157.0,0,0,1,0,0,1,0,0,0.0,0,0
Eixample,22236190,https://www.airbnb.com/rooms/22236190,"Cozy home near Sagrada Familia, Eixample, B-1",161380107,Francesc,15,f,41.40324,2.17272,50.0,1,0,1,1,0,0,1,7,3.14,0,0
Eixample,22237949,https://www.airbnb.com/rooms/22237949,Modern quiet flat with a large balcony,161380107,Francesc,15,f,41.38603,2.15934,239.0,1,0,1,1,0,0,1,58,4.59,0,0
Eixample,21834378,https://www.airbnb.com/rooms/21834378,Completely new appartment beautiful location!,45426202,Loek,1,f,41.39735,2.17347,239.0,1,0,0,0,0,0,1,0,0.0,0,0
Eixample,22238345,https://www.airbnb.com/rooms/22238345,Spacious and elegant place near Passeig de Gracia,161380107,Francesc,15,f,41.38609,2.16053,239.0,1,1,1,1,0,0,1,49,4.63,0,1
Eixample,22243410,https://www.airbnb.com/rooms/22243410,Alquiler de habitaciones en el Eixample,162534858,Théo,1,f,41.3844,2.15285,239.0,0,0,1,0,0,1,0,0,0.0,0,1
Horta-Guinardó,21844137,https://www.airbnb.com/rooms/21844137,HABITACIÓN DOBLE EN EL CENTRO MUY BIEN COMUNICADA,88326520,Shattia,1,f,41.41081,2.17079,120.0,1,0,1,1,0,0,1,0,0.0,0,0
Ciutat Vella,22261491,https://www.airbnb.com/rooms/22261491,New flat in XV century building of BORN district,27273342,Silvia,2,t,41.38232,2.18173,58.0,1,0,1,1,1,0,1,13,5.0,0,0
Ciutat Vella,21890101,https://www.airbnb.com/rooms/21890101,Room in centre (el Born) •Gòtic•Beach•Private bath,159711051,Patricia,1,f,41.38729,2.18135,167.0,1,0,1,0,0,1,0,26,4.81,0,0
Ciutat Vella,21890919,https://www.airbnb.com/rooms/21890919,Sunny Room with Terrace,36607755,Room Housing,136,f,41.39062,2.18642,29.0,1,1,0,0,1,0,1,0,0.0,0,0
Eixample,22264905,https://www.airbnb.com/rooms/22264905,Dormitorio disponible en Eixample,162697337,Muriel,1,f,41.38464,2.14652,239.0,1,0,1,1,0,1,0,0,0.0,0,0
Ciutat Vella,21893393,https://www.airbnb.com/rooms/21893393,Corazón del Born,159741455,Jose,1,f,41.38513,2.18293,167.0,1,0,0,1,0,1,0,0,0.0,0,0
Sant Martí,22275332,https://www.airbnb.com/rooms/22275332,"Bright and spacious room, close to beach.",30661793,A,1,f,41.40012,2.19713,193.0,1,0,0,0,0,0,1,30,4.67,0,0
Ciutat Vella,21901746,https://www.airbnb.com/rooms/21901746,Big Sunny Room + Terrasse - Central Barcelona,1626892,Emilie,1,f,41.38653,2.18171,167.0,0,0,0,1,0,0,1,0,0.0,0,0
Sant Martí,22275467,https://www.airbnb.com/rooms/22275467,An Individual private bedroom,162769619,Yao,1,f,41.40874,2.19275,40.0,1,0,1,0,0,0,1,51,4.55,0,0
Sant Martí,21907501,https://www.airbnb.com/rooms/21907501,UD - MA31 Suite with terrace (1BR) 3A - MID TERM,156294948,Lorenzo,1,f,41.4039,2.19991,64.0,1,0,0,1,0,0,1,8,4.13,0,0
Ciutat Vella,22287621,https://www.airbnb.com/rooms/22287621,Industrial historical triplex & rooftop terrace,1269810,Alejandro,1,f,41.38416,2.16744,100.0,1,0,0,1,1,0,1,0,0.0,0,1
